classifier,dataset_name,n_sample,n_fold,n_draw,unweighted_area_under_roc,elapsed time (seconds),characteristics,options
RandomForest,breast,1,8,15,0.650000,0,"bagSizePercent=54;breakTiesRandomly=false;maxDepth=0;numFeatures=0.97 * predictiveAttributes;numIterations=1000;","-P 54 -K <numFeaturesMultiplier>0.97</numFeaturesMultiplier> -I 1000 "
RandomForest,breast,1,8,16,0.643750,0,"bagSizePercent=63;breakTiesRandomly=false;maxDepth=10;numFeatures=0.83 * predictiveAttributes;numIterations=1000;","-P 63 -depth 10 -K <numFeaturesMultiplier>0.83</numFeaturesMultiplier> -I 1000 "
RandomForest,breast,1,8,17,0.625000,0,"bagSizePercent=46;breakTiesRandomly=false;maxDepth=2;numFeatures=0.94 * predictiveAttributes;numIterations=1000;","-P 46 -depth 2 -K <numFeaturesMultiplier>0.94</numFeaturesMultiplier> -I 1000 "
RandomForest,breast,1,8,18,0.643750,0,"bagSizePercent=90;breakTiesRandomly=false;maxDepth=9;numFeatures=0.8 * predictiveAttributes;numIterations=1000;","-P 90 -depth 9 -K <numFeaturesMultiplier>0.80</numFeaturesMultiplier> -I 1000 "
RandomForest,breast,1,8,19,0.556250,0,"bagSizePercent=83;breakTiesRandomly=false;maxDepth=2;numFeatures=0.39 * predictiveAttributes;numIterations=1000;","-P 83 -depth 2 -K <numFeaturesMultiplier>0.39</numFeaturesMultiplier> -I 1000 "
RandomForest,breast,1,8,20,0.593750,0,"bagSizePercent=86;breakTiesRandomly=true;maxDepth=4;numFeatures=0.25 * predictiveAttributes;numIterations=1000;","-P 86 -B -depth 4 -K <numFeaturesMultiplier>0.25</numFeaturesMultiplier> -I 1000 "
RandomForest,breast,1,8,21,0.606250,0,"bagSizePercent=34;breakTiesRandomly=false;maxDepth=9;numFeatures=0.46 * predictiveAttributes;numIterations=1000;","-P 34 -depth 9 -K <numFeaturesMultiplier>0.46</numFeaturesMultiplier> -I 1000 "
RandomForest,breast,1,8,22,0.587500,0,"bagSizePercent=57;breakTiesRandomly=true;maxDepth=9;numFeatures=0.24 * predictiveAttributes;numIterations=1000;","-P 57 -B -depth 9 -K <numFeaturesMultiplier>0.24</numFeaturesMultiplier> -I 1000 "
RandomForest,breast,1,8,23,0.606250,0,"bagSizePercent=88;breakTiesRandomly=false;maxDepth=3;numFeatures=0.91 * predictiveAttributes;numIterations=1000;","-P 88 -depth 3 -K <numFeaturesMultiplier>0.91</numFeaturesMultiplier> -I 1000 "
RandomForest,breast,1,8,24,0.593750,0,"bagSizePercent=89;breakTiesRandomly=false;maxDepth=5;numFeatures=0.33 * predictiveAttributes;numIterations=1000;","-P 89 -depth 5 -K <numFeaturesMultiplier>0.33</numFeaturesMultiplier> -I 1000 "
RandomForest,breast,1,8,25,0.643750,0,"bagSizePercent=64;breakTiesRandomly=false;maxDepth=5;numFeatures=0.87 * predictiveAttributes;numIterations=1000;","-P 64 -depth 5 -K <numFeaturesMultiplier>0.87</numFeaturesMultiplier> -I 1000 "
RandomForest,breast,1,9,1,0.595238,0,"bagSizePercent=31;breakTiesRandomly=false;maxDepth=3;numFeatures=0.6 * predictiveAttributes;numIterations=1000;","-P 31 -depth 3 -K <numFeaturesMultiplier>0.60</numFeaturesMultiplier> -I 1000 "
RandomForest,breast,1,9,2,0.583333,0,"bagSizePercent=25;breakTiesRandomly=true;maxDepth=10;numFeatures=0.88 * predictiveAttributes;numIterations=1000;","-P 25 -B -depth 10 -K <numFeaturesMultiplier>0.88</numFeaturesMultiplier> -I 1000 "
RandomForest,breast,1,9,3,0.559524,0,"bagSizePercent=29;breakTiesRandomly=true;maxDepth=0;numFeatures=0.15 * predictiveAttributes;numIterations=1000;","-P 29 -B -K <numFeaturesMultiplier>0.15</numFeaturesMultiplier> -I 1000 "
RandomForest,breast,1,9,4,0.410714,0,"bagSizePercent=78;breakTiesRandomly=true;maxDepth=10;numFeatures=0.96 * predictiveAttributes;numIterations=1000;","-P 78 -B -depth 10 -K <numFeaturesMultiplier>0.96</numFeaturesMultiplier> -I 1000 "
RandomForest,breast,1,9,5,0.392857,0,"bagSizePercent=84;breakTiesRandomly=true;maxDepth=10;numFeatures=0.87 * predictiveAttributes;numIterations=1000;","-P 84 -B -depth 10 -K <numFeaturesMultiplier>0.87</numFeaturesMultiplier> -I 1000 "
RandomForest,breast,1,9,6,0.476190,0,"bagSizePercent=55;breakTiesRandomly=true;maxDepth=4;numFeatures=0.07 * predictiveAttributes;numIterations=1000;","-P 55 -B -depth 4 -K <numFeaturesMultiplier>0.7</numFeaturesMultiplier> -I 1000 "
RandomForest,breast,1,9,7,0.416667,0,"bagSizePercent=72;breakTiesRandomly=true;maxDepth=9;numFeatures=0.69 * predictiveAttributes;numIterations=1000;","-P 72 -B -depth 9 -K <numFeaturesMultiplier>0.69</numFeaturesMultiplier> -I 1000 "
RandomForest,breast,1,9,8,0.583333,0,"bagSizePercent=21;breakTiesRandomly=true;maxDepth=10;numFeatures=0.27 * predictiveAttributes;numIterations=1000;","-P 21 -B -depth 10 -K <numFeaturesMultiplier>0.27</numFeaturesMultiplier> -I 1000 "
RandomForest,breast,1,9,9,0.541667,0,"bagSizePercent=57;breakTiesRandomly=false;maxDepth=4;numFeatures=0.04 * predictiveAttributes;numIterations=1000;","-P 57 -depth 4 -K <numFeaturesMultiplier>0.4</numFeaturesMultiplier> -I 1000 "
RandomForest,breast,1,9,10,0.488095,0,"bagSizePercent=55;breakTiesRandomly=false;maxDepth=0;numFeatures=0.6 * predictiveAttributes;numIterations=1000;","-P 55 -K <numFeaturesMultiplier>0.60</numFeaturesMultiplier> -I 1000 "
RandomForest,breast,1,9,11,0.529762,0,"bagSizePercent=37;breakTiesRandomly=false;maxDepth=4;numFeatures=0.88 * predictiveAttributes;numIterations=1000;","-P 37 -depth 4 -K <numFeaturesMultiplier>0.88</numFeaturesMultiplier> -I 1000 "
RandomForest,breast,1,9,12,0.505952,0,"bagSizePercent=45;breakTiesRandomly=false;maxDepth=6;numFeatures=0.54 * predictiveAttributes;numIterations=1000;","-P 45 -depth 6 -K <numFeaturesMultiplier>0.54</numFeaturesMultiplier> -I 1000 "
RandomForest,breast,1,9,13,0.464286,0,"bagSizePercent=72;breakTiesRandomly=false;maxDepth=9;numFeatures=0.47 * predictiveAttributes;numIterations=1000;","-P 72 -depth 9 -K <numFeaturesMultiplier>0.47</numFeaturesMultiplier> -I 1000 "
RandomForest,breast,1,9,14,0.565476,0,"bagSizePercent=43;breakTiesRandomly=false;maxDepth=0;numFeatures=0.19 * predictiveAttributes;numIterations=1000;","-P 43 -K <numFeaturesMultiplier>0.19</numFeaturesMultiplier> -I 1000 "
RandomForest,breast,1,9,15,0.482143,0,"bagSizePercent=54;breakTiesRandomly=false;maxDepth=0;numFeatures=0.97 * predictiveAttributes;numIterations=1000;","-P 54 -K <numFeaturesMultiplier>0.97</numFeaturesMultiplier> -I 1000 "
RandomForest,breast,1,9,16,0.446429,0,"bagSizePercent=63;breakTiesRandomly=false;maxDepth=10;numFeatures=0.83 * predictiveAttributes;numIterations=1000;","-P 63 -depth 10 -K <numFeaturesMultiplier>0.83</numFeaturesMultiplier> -I 1000 "
RandomForest,breast,1,9,17,0.529762,0,"bagSizePercent=46;breakTiesRandomly=false;maxDepth=2;numFeatures=0.94 * predictiveAttributes;numIterations=1000;","-P 46 -depth 2 -K <numFeaturesMultiplier>0.94</numFeaturesMultiplier> -I 1000 "
RandomForest,breast,1,9,18,0.398810,0,"bagSizePercent=90;breakTiesRandomly=false;maxDepth=9;numFeatures=0.8 * predictiveAttributes;numIterations=1000;","-P 90 -depth 9 -K <numFeaturesMultiplier>0.80</numFeaturesMultiplier> -I 1000 "
RandomForest,breast,1,9,19,0.595238,0,"bagSizePercent=83;breakTiesRandomly=false;maxDepth=2;numFeatures=0.39 * predictiveAttributes;numIterations=1000;","-P 83 -depth 2 -K <numFeaturesMultiplier>0.39</numFeaturesMultiplier> -I 1000 "
RandomForest,breast,1,9,20,0.529762,0,"bagSizePercent=86;breakTiesRandomly=true;maxDepth=4;numFeatures=0.25 * predictiveAttributes;numIterations=1000;","-P 86 -B -depth 4 -K <numFeaturesMultiplier>0.25</numFeaturesMultiplier> -I 1000 "
RandomForest,breast,1,9,21,0.529762,0,"bagSizePercent=34;breakTiesRandomly=false;maxDepth=9;numFeatures=0.46 * predictiveAttributes;numIterations=1000;","-P 34 -depth 9 -K <numFeaturesMultiplier>0.46</numFeaturesMultiplier> -I 1000 "
RandomForest,breast,1,9,22,0.517857,0,"bagSizePercent=57;breakTiesRandomly=true;maxDepth=9;numFeatures=0.24 * predictiveAttributes;numIterations=1000;","-P 57 -B -depth 9 -K <numFeaturesMultiplier>0.24</numFeaturesMultiplier> -I 1000 "
RandomForest,breast,1,9,23,0.446429,0,"bagSizePercent=88;breakTiesRandomly=false;maxDepth=3;numFeatures=0.91 * predictiveAttributes;numIterations=1000;","-P 88 -depth 3 -K <numFeaturesMultiplier>0.91</numFeaturesMultiplier> -I 1000 "
RandomForest,breast,1,9,24,0.535714,0,"bagSizePercent=89;breakTiesRandomly=false;maxDepth=5;numFeatures=0.33 * predictiveAttributes;numIterations=1000;","-P 89 -depth 5 -K <numFeaturesMultiplier>0.33</numFeaturesMultiplier> -I 1000 "
RandomForest,breast,1,9,25,0.440476,0,"bagSizePercent=64;breakTiesRandomly=false;maxDepth=5;numFeatures=0.87 * predictiveAttributes;numIterations=1000;","-P 64 -depth 5 -K <numFeaturesMultiplier>0.87</numFeaturesMultiplier> -I 1000 "
RandomForest,breast,1,10,1,0.712500,0,"bagSizePercent=31;breakTiesRandomly=false;maxDepth=3;numFeatures=0.6 * predictiveAttributes;numIterations=1000;","-P 31 -depth 3 -K <numFeaturesMultiplier>0.60</numFeaturesMultiplier> -I 1000 "
RandomForest,breast,1,10,2,0.693750,0,"bagSizePercent=25;breakTiesRandomly=true;maxDepth=10;numFeatures=0.88 * predictiveAttributes;numIterations=1000;","-P 25 -B -depth 10 -K <numFeaturesMultiplier>0.88</numFeaturesMultiplier> -I 1000 "
RandomForest,breast,1,10,3,0.650000,0,"bagSizePercent=29;breakTiesRandomly=true;maxDepth=0;numFeatures=0.15 * predictiveAttributes;numIterations=1000;","-P 29 -B -K <numFeaturesMultiplier>0.15</numFeaturesMultiplier> -I 1000 "
RandomForest,breast,1,10,4,0.700000,0,"bagSizePercent=78;breakTiesRandomly=true;maxDepth=10;numFeatures=0.96 * predictiveAttributes;numIterations=1000;","-P 78 -B -depth 10 -K <numFeaturesMultiplier>0.96</numFeaturesMultiplier> -I 1000 "
RandomForest,breast,1,10,5,0.712500,0,"bagSizePercent=84;breakTiesRandomly=true;maxDepth=10;numFeatures=0.87 * predictiveAttributes;numIterations=1000;","-P 84 -B -depth 10 -K <numFeaturesMultiplier>0.87</numFeaturesMultiplier> -I 1000 "
RandomForest,breast,1,10,6,0.700000,0,"bagSizePercent=55;breakTiesRandomly=true;maxDepth=4;numFeatures=0.07 * predictiveAttributes;numIterations=1000;","-P 55 -B -depth 4 -K <numFeaturesMultiplier>0.7</numFeaturesMultiplier> -I 1000 "
RandomForest,breast,1,10,7,0.681250,0,"bagSizePercent=72;breakTiesRandomly=true;maxDepth=9;numFeatures=0.69 * predictiveAttributes;numIterations=1000;","-P 72 -B -depth 9 -K <numFeaturesMultiplier>0.69</numFeaturesMultiplier> -I 1000 "
RandomForest,breast,1,10,8,0.681250,0,"bagSizePercent=21;breakTiesRandomly=true;maxDepth=10;numFeatures=0.27 * predictiveAttributes;numIterations=1000;","-P 21 -B -depth 10 -K <numFeaturesMultiplier>0.27</numFeaturesMultiplier> -I 1000 "
RandomForest,breast,1,10,9,0.718750,0,"bagSizePercent=57;breakTiesRandomly=false;maxDepth=4;numFeatures=0.04 * predictiveAttributes;numIterations=1000;","-P 57 -depth 4 -K <numFeaturesMultiplier>0.4</numFeaturesMultiplier> -I 1000 "
RandomForest,breast,1,10,10,0.681250,0,"bagSizePercent=55;breakTiesRandomly=false;maxDepth=0;numFeatures=0.6 * predictiveAttributes;numIterations=1000;","-P 55 -K <numFeaturesMultiplier>0.60</numFeaturesMultiplier> -I 1000 "
RandomForest,breast,1,10,11,0.675000,0,"bagSizePercent=37;breakTiesRandomly=false;maxDepth=4;numFeatures=0.88 * predictiveAttributes;numIterations=1000;","-P 37 -depth 4 -K <numFeaturesMultiplier>0.88</numFeaturesMultiplier> -I 1000 "
RandomForest,breast,1,10,12,0.687500,0,"bagSizePercent=45;breakTiesRandomly=false;maxDepth=6;numFeatures=0.54 * predictiveAttributes;numIterations=1000;","-P 45 -depth 6 -K <numFeaturesMultiplier>0.54</numFeaturesMultiplier> -I 1000 "
RandomForest,breast,1,10,13,0.687500,0,"bagSizePercent=72;breakTiesRandomly=false;maxDepth=9;numFeatures=0.47 * predictiveAttributes;numIterations=1000;","-P 72 -depth 9 -K <numFeaturesMultiplier>0.47</numFeaturesMultiplier> -I 1000 "
RandomForest,breast,1,10,14,0.668750,0,"bagSizePercent=43;breakTiesRandomly=false;maxDepth=0;numFeatures=0.19 * predictiveAttributes;numIterations=1000;","-P 43 -K <numFeaturesMultiplier>0.19</numFeaturesMultiplier> -I 1000 "
RandomForest,breast,1,10,15,0.681250,0,"bagSizePercent=54;breakTiesRandomly=false;maxDepth=0;numFeatures=0.97 * predictiveAttributes;numIterations=1000;","-P 54 -K <numFeaturesMultiplier>0.97</numFeaturesMultiplier> -I 1000 "
RandomForest,breast,1,10,16,0.687500,0,"bagSizePercent=63;breakTiesRandomly=false;maxDepth=10;numFeatures=0.83 * predictiveAttributes;numIterations=1000;","-P 63 -depth 10 -K <numFeaturesMultiplier>0.83</numFeaturesMultiplier> -I 1000 "
RandomForest,breast,1,10,17,0.681250,0,"bagSizePercent=46;breakTiesRandomly=false;maxDepth=2;numFeatures=0.94 * predictiveAttributes;numIterations=1000;","-P 46 -depth 2 -K <numFeaturesMultiplier>0.94</numFeaturesMultiplier> -I 1000 "
RandomForest,breast,1,10,18,0.700000,0,"bagSizePercent=90;breakTiesRandomly=false;maxDepth=9;numFeatures=0.8 * predictiveAttributes;numIterations=1000;","-P 90 -depth 9 -K <numFeaturesMultiplier>0.80</numFeaturesMultiplier> -I 1000 "
RandomForest,breast,1,10,19,0.668750,0,"bagSizePercent=83;breakTiesRandomly=false;maxDepth=2;numFeatures=0.39 * predictiveAttributes;numIterations=1000;","-P 83 -depth 2 -K <numFeaturesMultiplier>0.39</numFeaturesMultiplier> -I 1000 "
RandomForest,breast,1,10,20,0.756250,0,"bagSizePercent=86;breakTiesRandomly=true;maxDepth=4;numFeatures=0.25 * predictiveAttributes;numIterations=1000;","-P 86 -B -depth 4 -K <numFeaturesMultiplier>0.25</numFeaturesMultiplier> -I 1000 "
RandomForest,breast,1,10,21,0.668750,0,"bagSizePercent=34;breakTiesRandomly=false;maxDepth=9;numFeatures=0.46 * predictiveAttributes;numIterations=1000;","-P 34 -depth 9 -K <numFeaturesMultiplier>0.46</numFeaturesMultiplier> -I 1000 "
RandomForest,breast,1,10,22,0.693750,0,"bagSizePercent=57;breakTiesRandomly=true;maxDepth=9;numFeatures=0.24 * predictiveAttributes;numIterations=1000;","-P 57 -B -depth 9 -K <numFeaturesMultiplier>0.24</numFeaturesMultiplier> -I 1000 "
RandomForest,breast,1,10,23,0.781250,0,"bagSizePercent=88;breakTiesRandomly=false;maxDepth=3;numFeatures=0.91 * predictiveAttributes;numIterations=1000;","-P 88 -depth 3 -K <numFeaturesMultiplier>0.91</numFeaturesMultiplier> -I 1000 "
RandomForest,breast,1,10,24,0.725000,0,"bagSizePercent=89;breakTiesRandomly=false;maxDepth=5;numFeatures=0.33 * predictiveAttributes;numIterations=1000;","-P 89 -depth 5 -K <numFeaturesMultiplier>0.33</numFeaturesMultiplier> -I 1000 "
RandomForest,breast,1,10,25,0.675000,0,"bagSizePercent=64;breakTiesRandomly=false;maxDepth=5;numFeatures=0.87 * predictiveAttributes;numIterations=1000;","-P 64 -depth 5 -K <numFeaturesMultiplier>0.87</numFeaturesMultiplier> -I 1000 "
RandomForest,haberman,1,1,1,0.797980,0,"bagSizePercent=31;breakTiesRandomly=false;maxDepth=3;numFeatures=0.6 * predictiveAttributes;numIterations=1000;","-P 31 -depth 3 -K <numFeaturesMultiplier>0.60</numFeaturesMultiplier> -I 1000 "
RandomForest,haberman,1,1,2,0.792929,0,"bagSizePercent=25;breakTiesRandomly=true;maxDepth=10;numFeatures=0.88 * predictiveAttributes;numIterations=1000;","-P 25 -B -depth 10 -K <numFeaturesMultiplier>0.88</numFeaturesMultiplier> -I 1000 "
RandomForest,haberman,1,1,3,0.757576,0,"bagSizePercent=29;breakTiesRandomly=true;maxDepth=0;numFeatures=0.15 * predictiveAttributes;numIterations=1000;","-P 29 -B -K <numFeaturesMultiplier>0.15</numFeaturesMultiplier> -I 1000 "
RandomForest,haberman,1,1,4,0.727273,0,"bagSizePercent=78;breakTiesRandomly=true;maxDepth=10;numFeatures=0.96 * predictiveAttributes;numIterations=1000;","-P 78 -B -depth 10 -K <numFeaturesMultiplier>0.96</numFeaturesMultiplier> -I 1000 "
RandomForest,haberman,1,1,5,0.727273,0,"bagSizePercent=84;breakTiesRandomly=true;maxDepth=10;numFeatures=0.87 * predictiveAttributes;numIterations=1000;","-P 84 -B -depth 10 -K <numFeaturesMultiplier>0.87</numFeaturesMultiplier> -I 1000 "
RandomForest,haberman,1,1,6,0.792929,0,"bagSizePercent=55;breakTiesRandomly=true;maxDepth=4;numFeatures=0.07 * predictiveAttributes;numIterations=1000;","-P 55 -B -depth 4 -K <numFeaturesMultiplier>0.7</numFeaturesMultiplier> -I 1000 "
RandomForest,haberman,1,1,7,0.732323,0,"bagSizePercent=72;breakTiesRandomly=true;maxDepth=9;numFeatures=0.69 * predictiveAttributes;numIterations=1000;","-P 72 -B -depth 9 -K <numFeaturesMultiplier>0.69</numFeaturesMultiplier> -I 1000 "
RandomForest,haberman,1,1,8,0.777778,0,"bagSizePercent=21;breakTiesRandomly=true;maxDepth=10;numFeatures=0.27 * predictiveAttributes;numIterations=1000;","-P 21 -B -depth 10 -K <numFeaturesMultiplier>0.27</numFeaturesMultiplier> -I 1000 "
RandomForest,haberman,1,1,9,0.797980,0,"bagSizePercent=57;breakTiesRandomly=false;maxDepth=4;numFeatures=0.04 * predictiveAttributes;numIterations=1000;","-P 57 -depth 4 -K <numFeaturesMultiplier>0.4</numFeaturesMultiplier> -I 1000 "
RandomForest,haberman,1,1,10,0.747475,0,"bagSizePercent=55;breakTiesRandomly=false;maxDepth=0;numFeatures=0.6 * predictiveAttributes;numIterations=1000;","-P 55 -K <numFeaturesMultiplier>0.60</numFeaturesMultiplier> -I 1000 "
RandomForest,haberman,1,1,11,0.787879,0,"bagSizePercent=37;breakTiesRandomly=false;maxDepth=4;numFeatures=0.88 * predictiveAttributes;numIterations=1000;","-P 37 -depth 4 -K <numFeaturesMultiplier>0.88</numFeaturesMultiplier> -I 1000 "
RandomForest,haberman,1,1,12,0.792929,0,"bagSizePercent=45;breakTiesRandomly=false;maxDepth=6;numFeatures=0.54 * predictiveAttributes;numIterations=1000;","-P 45 -depth 6 -K <numFeaturesMultiplier>0.54</numFeaturesMultiplier> -I 1000 "
RandomForest,haberman,1,1,13,0.747475,0,"bagSizePercent=72;breakTiesRandomly=false;maxDepth=9;numFeatures=0.47 * predictiveAttributes;numIterations=1000;","-P 72 -depth 9 -K <numFeaturesMultiplier>0.47</numFeaturesMultiplier> -I 1000 "
RandomForest,haberman,1,1,14,0.752525,0,"bagSizePercent=43;breakTiesRandomly=false;maxDepth=0;numFeatures=0.19 * predictiveAttributes;numIterations=1000;","-P 43 -K <numFeaturesMultiplier>0.19</numFeaturesMultiplier> -I 1000 "
RandomForest,haberman,1,1,15,0.737374,0,"bagSizePercent=54;breakTiesRandomly=false;maxDepth=0;numFeatures=0.97 * predictiveAttributes;numIterations=1000;","-P 54 -K <numFeaturesMultiplier>0.97</numFeaturesMultiplier> -I 1000 "
RandomForest,haberman,1,1,16,0.717172,0,"bagSizePercent=63;breakTiesRandomly=false;maxDepth=10;numFeatures=0.83 * predictiveAttributes;numIterations=1000;","-P 63 -depth 10 -K <numFeaturesMultiplier>0.83</numFeaturesMultiplier> -I 1000 "
RandomForest,haberman,1,1,17,0.712121,0,"bagSizePercent=46;breakTiesRandomly=false;maxDepth=2;numFeatures=0.94 * predictiveAttributes;numIterations=1000;","-P 46 -depth 2 -K <numFeaturesMultiplier>0.94</numFeaturesMultiplier> -I 1000 "
RandomForest,haberman,1,1,18,0.702020,0,"bagSizePercent=90;breakTiesRandomly=false;maxDepth=9;numFeatures=0.8 * predictiveAttributes;numIterations=1000;","-P 90 -depth 9 -K <numFeaturesMultiplier>0.80</numFeaturesMultiplier> -I 1000 "
RandomForest,haberman,1,1,19,0.772727,0,"bagSizePercent=83;breakTiesRandomly=false;maxDepth=2;numFeatures=0.39 * predictiveAttributes;numIterations=1000;","-P 83 -depth 2 -K <numFeaturesMultiplier>0.39</numFeaturesMultiplier> -I 1000 "
RandomForest,haberman,1,1,20,0.797980,0,"bagSizePercent=86;breakTiesRandomly=true;maxDepth=4;numFeatures=0.25 * predictiveAttributes;numIterations=1000;","-P 86 -B -depth 4 -K <numFeaturesMultiplier>0.25</numFeaturesMultiplier> -I 1000 "
RandomForest,haberman,1,1,21,0.772727,0,"bagSizePercent=34;breakTiesRandomly=false;maxDepth=9;numFeatures=0.46 * predictiveAttributes;numIterations=1000;","-P 34 -depth 9 -K <numFeaturesMultiplier>0.46</numFeaturesMultiplier> -I 1000 "
RandomForest,haberman,1,1,22,0.757576,0,"bagSizePercent=57;breakTiesRandomly=true;maxDepth=9;numFeatures=0.24 * predictiveAttributes;numIterations=1000;","-P 57 -B -depth 9 -K <numFeaturesMultiplier>0.24</numFeaturesMultiplier> -I 1000 "
RandomForest,haberman,1,1,23,0.787879,0,"bagSizePercent=88;breakTiesRandomly=false;maxDepth=3;numFeatures=0.91 * predictiveAttributes;numIterations=1000;","-P 88 -depth 3 -K <numFeaturesMultiplier>0.91</numFeaturesMultiplier> -I 1000 "
RandomForest,haberman,1,1,24,0.797980,0,"bagSizePercent=89;breakTiesRandomly=false;maxDepth=5;numFeatures=0.33 * predictiveAttributes;numIterations=1000;","-P 89 -depth 5 -K <numFeaturesMultiplier>0.33</numFeaturesMultiplier> -I 1000 "
RandomForest,haberman,1,1,25,0.787879,0,"bagSizePercent=64;breakTiesRandomly=false;maxDepth=5;numFeatures=0.87 * predictiveAttributes;numIterations=1000;","-P 64 -depth 5 -K <numFeaturesMultiplier>0.87</numFeaturesMultiplier> -I 1000 "
RandomForest,haberman,1,2,1,0.690217,0,"bagSizePercent=31;breakTiesRandomly=false;maxDepth=3;numFeatures=0.6 * predictiveAttributes;numIterations=1000;","-P 31 -depth 3 -K <numFeaturesMultiplier>0.60</numFeaturesMultiplier> -I 1000 "
RandomForest,haberman,1,2,2,0.570652,0,"bagSizePercent=25;breakTiesRandomly=true;maxDepth=10;numFeatures=0.88 * predictiveAttributes;numIterations=1000;","-P 25 -B -depth 10 -K <numFeaturesMultiplier>0.88</numFeaturesMultiplier> -I 1000 "
